game_pk,game_time,batter,batter_name,pitcher,pitcher_name,has_platoon_advantage,park_factor,temp,wind_speed,pred_hr_prob,edge_pct,kelly_fraction,ev_value,ev_percent,kelly_multiplier,base_model_prob,physics_delta,blend_weight_physics,probability_mode,best_book,best_market_odds_american,best_market_implied_prob,fair_odds_american,prob_edge_abs,elite_ev_signal,release_window_sniper_signal,line_release_window_flag,nrfi_under_drag_score,physics_hr_prob,physics_per_pa_hr_prob,density_altitude_ft,air_density_kg_m3,drag_multiplier,pitch_micro_matchup_score,vaa_attack_angle_score,umpire_catcher_cascade,fatigue_index,spin_decay_rpm,spin_decay_flag,lineup_protection_woba_proxy,context_multiplier,model_name,prediction_timestamp,actual_hr,plate_apps,brier_error,prob_bucket
823437,6:40 PM,571970,Max Muncy,554430,Zack Wheeler,0,114,71,5,0.1510454522019024,77.7,0.0361,0.7770053200223812,77.70053200223812,0.5,0.1429295892465677,0.0081158629553346,0.45,blended,betrivers,10000.0,0.0099009900990099,562,0.0660454522019024,True,False,0,0.2526073823265945,0.1609648402584225,0.0627015515066281,0.0,1.1841099749988393,1.0345322865819122,1.35,1.0499791856634386,1.0,21.653658536585365,-33.87750475481607,0.0,0.0407647907647907,1.55,XGBoost+LightGBM,2026-07-21T21:19:27.339146,1,3,0.7207238242270723,"(0.15, 0.2]"
823437,6:40 PM,605141,Mookie Betts,554430,Zack Wheeler,0,114,71,5,0.1080808930688683,32.9,0.0146,0.3294082788298689,32.94082788298689,0.5,0.1044269906459495,0.0036539024229187,0.45,blended,fliff,1320.0,0.0704225352112676,825,0.0267808930688683,False,False,0,0.2526073823265945,0.1125467738079912,0.0447475654110594,0.0,1.1841099749988393,1.0345322865819122,0.9339085722222222,1.0099958371326878,1.0,23.961244019138757,-33.87750475481607,0.0,0.0339221710189452,1.0897777952141023,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.011681479446564143,"(0.1, 0.15]"
823437,6:40 PM,663656,Kyle Tucker,554430,Zack Wheeler,0,114,71,5,0.0530197405063952,-21.8,0.0,-0.2179979276342885,-21.799792763428847,0.5,0.0378833377640713,0.0151364027423239,0.45,blended,ballybet,19900.0,0.005,1786,-0.0147802594936047,False,False,0,0.2526073823265945,0.0715197883025688,0.0289254944335777,0.0,1.1841099749988393,1.0345322865819122,0.9294715395833332,1.0499791856634386,1.0,18.46402116402116,-33.87750475481607,0.0,0.0286579556281475,1.1436864252994303,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.002811092883365484,"(0.05, 0.1]"
823437,6:40 PM,669242,Tommy Edman,554430,Zack Wheeler,0,114,71,5,0.0653318844243282,10.9,0.0034,0.109200075115929,10.9200075115929,0.5,0.0559966642285759,0.0093352201957522,0.45,blended,betparx,19900.0,0.005,1431,0.0064318844243282,False,False,0,0.2526073823265945,0.0767415979969142,0.0326859163927683,0.0,1.1841099749988393,1.0345322865819122,1.0054986377441426,1.0499791856634386,1.0,25.035483870967735,-33.87750475481607,0.0,0.0082278481012658,1.1445360059665337,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.004268255122433778,"(0.05, 0.1]"
823437,6:40 PM,669743,Alex Call,554430,Zack Wheeler,0,114,71,5,0.0441440480550255,-1.5,0.0,-0.0146417844860369,-1.4641784486036924,0.5,0.0349895849253266,0.0091544631296989,0.45,blended,hardrockbet_oh,3000.0,0.032258064516129,2165,-0.0006559519449744,False,False,0,0.2526073823265945,0.0553328363246575,0.0242824674492049,0.0,1.1841099749988393,1.0345322865819122,0.9066726,1.0499791856634386,1.0,20.018987341772156,-33.87750475481607,0.0,0.0,1.03652167799708,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,2,0.0019486969786844009,"(-0.001, 0.05]"
823437,6:40 PM,672613,Eliezer Alfonzo,554430,Zack Wheeler,0,114,71,5,0.0181917331168657,-65.5,0.0,-0.6548058232093779,-65.48058232093778,0.5,0.0018515151774035,0.0163402179394621,0.45,blended,hardrockbet_oh,2000.0,0.0476190476190476,5397,-0.0345082668831342,False,False,0,0.2526073823265945,0.0381631105984306,0.0183083650153223,0.0,1.1841099749988393,1.0345322865819122,1.0054986377441426,0.9600166514692492,1.0,20.8,-33.87750475481607,0.0,0.105,1.138218459947288,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,2,0.0003309391537952682,"(-0.001, 0.05]"
822787,7:07 PM,664770,Nathan Lukes,656876,Drew Rasmussen,0,101,71,5,0.0711097277141423,35.4,0.0098,0.3544710040789012,35.44710040789012,0.5,0.0661753314432038,0.0049343962709384,0.45,blended,hardrockbet_oh,2250.0,0.0425531914893617,1306,0.0186097277141423,False,False,0,0.503700688089051,0.0771406564897337,0.0271854397294217,0.0,1.1742070875370292,1.0432572013932502,1.0260619483227646,1.0100264367133025,1.0,27.057142857142853,-5.2705687830689385,0.0,0.033061802254153,1.0002925418121098,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.005056593375579457,"(0.05, 0.1]"
822787,7:07 PM,665489,Vladimir Guerrero Jr.,656876,Drew Rasmussen,0,101,71,5,0.047378254784698,-36.1,0.0,-0.3606173443360587,-36.06173443360588,0.5,0.0419923677464582,0.0053858870382398,0.45,blended,betparx,19900.0,0.005,2011,-0.0267217452153019,False,False,0,0.503700688089051,0.0539610056092133,0.0194286006226741,0.0,1.1742070875370292,1.0432572013932502,1.0260619483227646,1.0100264367133025,1.0,33.43626943005181,-5.2705687830689385,0.0,0.0427563754747693,0.9901636982140628,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.0022446990264437592,"(-0.001, 0.05]"
822787,7:07 PM,676391,Ernie Clement,656876,Drew Rasmussen,0,101,71,5,0.0590727972677439,15.2,0.0041,0.1515165159404281,15.151651594042814,0.5,0.0523906548716982,0.0066821423960457,0.45,blended,hardrockbet_oh,2250.0,0.0425531914893617,1593,0.0077727972677439,False,False,0,0.503700688089051,0.0672398601962442,0.0248798362656541,0.0,1.1742070875370292,1.0432572013932502,1.0260619483227646,1.0,1.0,33.12164948453608,-5.2705687830689385,0.0,0.0388693957115009,0.9735984827183256,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.0034895953770359713,"(0.05, 0.1]"
822787,7:07 PM,543807,George Springer,656876,Drew Rasmussen,0,101,71,5,0.0740282692205505,14.6,0.005,0.1459484399466026,14.594843994660266,0.5,0.062173551860304,0.0118547173602464,0.45,blended,espnbet,1600.0,0.0588235294117647,1251,0.0094282692205505,False,False,0,0.503700688089051,0.0885173682164073,0.0335179801295775,0.0,1.1742070875370292,1.0432572013932502,1.0260619483227646,1.0100264367133025,1.0,18.586549707602337,-5.2705687830689385,0.0,0.050971987215642,1.0827291881115484,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.005480184643790305,"(0.05, 0.1]"
